CustomerID,Country,SalesChannel
20946.0,Sweden,In-store
96662.0,France,In-store
59590.0,United States,In-store
97708.0,Netherlands,Online
66141.0,Netherlands,In-store
68163.0,Australia,Online
56853.0,France,Online
12975.0,Portugal,Online
11572.0,Netherlands,In-store
23864.0,United Kingdom,In-store
31719.0,Belgium,Online
18695.0,Spain,In-store
22281.0,Sweden,In-store
40028.0,United States,In-store
40966.0,Portugal,In-store
82729.0,United Kingdom,In-store
50942.0,Spain,Online
14084.0,Norway,In-store
41714.0,Australia,In-store
17767.0,United States,In-store
27953.0,France,In-store
58795.0,France,Online
91219.0,Spain,Online
90492.0,Italy,In-store
10821.0,Netherlands,In-store
20676.0,Germany,Online
76143.0,Italy,In-store
66780.0,United States,Online
88014.0,Portugal,In-store
51005.0,France,Online
69860.0,Belgium,Online
72708.0,Australia,Online
25495.0,Portugal,In-store
61868.0,France,Online
92047.0,United States,Online
85221.0,United Kingdom,In-store
75014.0,Spain,Online
13417.0,Italy,In-store
48410.0,United Kingdom,Online
22873.0,Portugal,Online
99181.0,Belgium,In-store
38662.0,Spain,Online
24746.0,Netherlands,Online
41628.0,Germany,Online
67882.0,Netherlands,Online
89103.0,United States,Online
98457.0,Belgium,Online
87373.0,Germany,In-store
87925.0,Australia,Online
15338.0,Belgium,In-store
48046.0,Italy,Online
60527.0,Australia,Online
86178.0,United States,In-store
93983.0,United States,Online
12427.0,Sweden,Online
90493.0,Germany,Online
15130.0,Netherlands,Online
47436.0,Portugal,Online
11843.0,Spain,Online
27635.0,Belgium,Online
66745.0,Belgium,In-store
90494.0,Belgium,In-store
91358.0,Germany,In-store
91846.0,Netherlands,In-store
60259.0,Netherlands,Online
25599.0,France,In-store
63376.0,France,In-store
90495.0,Netherlands,In-store
90496.0,Spain,Online
68657.0,Spain,In-store
95840.0,Australia,In-store
48276.0,United States,Online
31898.0,Germany,In-store
16828.0,Netherlands,Online
32654.0,Norway,Online
35999.0,Netherlands,Online
67290.0,Portugal,In-store
81392.0,Norway,In-store
90497.0,Australia,In-store
80963.0,Germany,Online
72173.0,France,Online
41778.0,United States,In-store
75689.0,Norway,In-store
41298.0,Germany,In-store
82141.0,Belgium,Online
92017.0,Spain,In-store
21788.0,France,Online
26292.0,Norway,Online
14214.0,Spain,Online
36685.0,Sweden,Online
85105.0,United States,Online
87151.0,France,In-store
22299.0,United States,Online
47141.0,Sweden,In-store
17969.0,Germany,In-store
90498.0,Netherlands,In-store
90499.0,Spain,Online
35774.0,Italy,Online
61357.0,Portugal,In-store
18887.0,United States,Online
80929.0,Spain,Online
16033.0,Spain,In-store
17659.0,Australia,In-store
27040.0,Norway,In-store
90500.0,Italy,In-store
81935.0,Australia,Online
47737.0,Australia,Online
15836.0,Netherlands,In-store
92900.0,Portugal,Online
29548.0,Belgium,In-store
82083.0,Australia,Online
30161.0,Portugal,In-store
38431.0,Netherlands,In-store
36755.0,Norway,In-store
37148.0,Netherlands,Online
24250.0,Belgium,Online
76568.0,France,Online
21006.0,France,Online
56487.0,Norway,In-store
24160.0,Netherlands,In-store
90501.0,Sweden,In-store
59512.0,Portugal,In-store
25795.0,United Kingdom,Online
41410.0,United States,In-store
90502.0,Sweden,Online
90503.0,Sweden,Online
78277.0,Australia,In-store
39848.0,Portugal,In-store
90059.0,Spain,In-store
98125.0,Belgium,Online
74656.0,Sweden,Online
76917.0,Germany,Online
90504.0,Norway,Online
61295.0,Portugal,In-store
33658.0,United Kingdom,In-store
89745.0,Norway,In-store
90505.0,Norway,In-store
90506.0,Italy,In-store
17218.0,Portugal,Online
87778.0,United Kingdom,Online
83837.0,France,In-store
76652.0,Sweden,Online
42890.0,Portugal,In-store
75999.0,France,In-store
90507.0,Italy,Online
90508.0,Germany,Online
36562.0,Belgium,Online
10683.0,Netherlands,In-store
73678.0,Portugal,Online
60775.0,France,Online
60720.0,Spain,Online
81606.0,Australia,Online
23413.0,France,In-store
77994.0,Sweden,Online
90509.0,Australia,In-store
17220.0,United States,Online
96405.0,Germany,In-store
36346.0,United States,Online
63375.0,Netherlands,Online
41074.0,Italy,Online
66105.0,France,In-store
40066.0,Australia,In-store
47082.0,France,Online
29961.0,Spain,In-store
48835.0,Italy,Online
14490.0,France,Online
81337.0,France,Online
24479.0,Sweden,In-store
90997.0,Germany,Online
77304.0,Italy,In-store
33734.0,United States,Online
92356.0,Norway,In-store
40511.0,France,In-store
90510.0,Portugal,Online
63494.0,Netherlands,Online
90511.0,Portugal,Online
90023.0,Italy,In-store
47465.0,Germany,In-store
30798.0,Germany,In-store
86253.0,Norway,Online
62741.0,Germany,In-store
47576.0,Italy,In-store
88345.0,Sweden,Online
64333.0,Australia,In-store
18425.0,Spain,In-store
49755.0,Australia,In-store
44120.0,France,Online
42290.0,Norway,In-store
54981.0,Portugal,In-store
28064.0,Germany,Online
80891.0,Spain,Online
55120.0,Germany,In-store
99878.0,Belgium,In-store
22471.0,Spain,In-store
91087.0,Sweden,Online
65268.0,Spain,Online
50802.0,Sweden,In-store
43179.0,Italy,In-store
42064.0,United Kingdom,In-store
83126.0,United States,In-store
29232.0,Netherlands,In-store
90010.0,Australia,In-store
73185.0,France,Online
58098.0,United States,Online
51984.0,Italy,Online
99847.0,Sweden,In-store
90512.0,Belgium,Online
43422.0,France,Online
63402.0,Sweden,In-store
90743.0,Spain,Online
30800.0,Spain,In-store
81710.0,Netherlands,Online
55437.0,United Kingdom,In-store
90513.0,Portugal,Online
41654.0,Belgium,In-store
13102.0,Portugal,Online
91480.0,Spain,Online
90514.0,United Kingdom,In-store
16057.0,Sweden,In-store
30435.0,Spain,In-store
48944.0,France,In-store
93457.0,Belgium,In-store
37666.0,Sweden,Online
44687.0,United States,Online
90991.0,Spain,In-store
67302.0,Australia,In-store
71230.0,United States,In-store
49199.0,Netherlands,In-store
15495.0,France,Online
80341.0,United States,In-store
46069.0,Portugal,Online
16943.0,Spain,In-store
36295.0,Italy,In-store
29337.0,Netherlands,In-store
74754.0,France,Online
72485.0,Spain,Online
61318.0,Germany,Online
36688.0,United Kingdom,Online
92108.0,Norway,Online
91922.0,Netherlands,Online
14281.0,Norway,Online
57716.0,Italy,Online
58381.0,Netherlands,In-store
84917.0,Italy,In-store
11721.0,Norway,In-store
49450.0,Germany,In-store
56995.0,Spain,In-store
79954.0,United Kingdom,Online
20246.0,Germany,Online
48636.0,Portugal,In-store
90378.0,United States,Online
11738.0,Norway,Online
90515.0,Netherlands,Online
85067.0,France,Online
28757.0,Italy,Online
20222.0,Australia,In-store
52593.0,Australia,Online
90516.0,Spain,Online
18384.0,Italy,Online
73883.0,Australia,In-store
13181.0,United Kingdom,In-store
45758.0,United Kingdom,In-store
45634.0,United States,In-store
48741.0,Portugal,Online
14162.0,Spain,Online
96413.0,France,In-store
36415.0,Portugal,Online
60317.0,France,Online
88689.0,Australia,Online
28679.0,Sweden,In-store
66199.0,Italy,Online
84784.0,Sweden,Online
14300.0,Norway,Online
18896.0,Germany,Online
83592.0,United Kingdom,Online
64808.0,Germany,In-store
90517.0,Italy,In-store
15439.0,United States,Online
90518.0,Netherlands,In-store
90519.0,Germany,In-store
12965.0,Italy,Online
63921.0,Italy,In-store
90520.0,Norway,In-store
92395.0,France,Online
95577.0,Belgium,Online
73462.0,Portugal,Online
68235.0,Portugal,Online
10405.0,Italy,Online
76709.0,Belgium,Online
46702.0,Australia,In-store
63512.0,United Kingdom,In-store
58653.0,France,Online
37583.0,Germany,In-store
76818.0,Norway,In-store
49471.0,United Kingdom,Online
56973.0,United States,In-store
51567.0,Germany,In-store
37762.0,Norway,Online
18474.0,Sweden,Online
93878.0,Portugal,Online
89134.0,Australia,Online
40140.0,Sweden,Online
13595.0,Italy,In-store
51369.0,Germany,Online
90521.0,Italy,In-store
90522.0,Belgium,Online
37457.0,United States,In-store
86955.0,United Kingdom,In-store
60835.0,United Kingdom,Online
69008.0,Germany,Online
56377.0,Portugal,Online
72016.0,Spain,Online
41164.0,France,In-store
94020.0,Portugal,In-store
64408.0,France,Online
19240.0,Belgium,In-store
67611.0,United Kingdom,Online
44174.0,Spain,Online
52231.0,United States,In-store
66963.0,United States,In-store
56650.0,United States,Online
16718.0,United Kingdom,In-store
31340.0,Australia,Online
51182.0,Netherlands,In-store
15514.0,Italy,In-store
39490.0,Portugal,Online
33190.0,Netherlands,Online
45757.0,France,Online
49865.0,Sweden,Online
65274.0,Belgium,In-store
63484.0,United Kingdom,In-store
18155.0,Netherlands,Online
46527.0,Spain,Online
81698.0,Germany,In-store
73425.0,Italy,Online
83383.0,Germany,Online
23748.0,Netherlands,In-store
90523.0,Germany,Online
16908.0,Germany,Online
75397.0,United States,Online
18084.0,Portugal,Online
63606.0,Belgium,In-store
72417.0,Portugal,Online
23937.0,Sweden,In-store
37430.0,Germany,Online
89589.0,United States,In-store
34471.0,United States,Online
51144.0,Netherlands,In-store
82597.0,Sweden,In-store
82282.0,Spain,Online
87263.0,Germany,In-store
82936.0,Portugal,Online
45660.0,Belgium,Online
63094.0,United Kingdom,Online
65018.0,United States,Online
44439.0,United States,Online
14472.0,Belgium,Online
98548.0,Norway,Online
92334.0,Netherlands,Online
87476.0,Australia,Online
50930.0,France,Online
34933.0,Sweden,In-store
79436.0,United Kingdom,Online
57999.0,Italy,In-store
90524.0,Italy,In-store
95512.0,Belgium,Online
71291.0,France,In-store
10228.0,United Kingdom,Online
90525.0,Belgium,Online
96957.0,Sweden,In-store
17885.0,Netherlands,In-store
61648.0,Belgium,Online
64830.0,Belgium,Online
27986.0,Norway,Online
61594.0,Spain,Online
90526.0,Spain,In-store
64330.0,Sweden,In-store
88512.0,Sweden,Online
56165.0,Netherlands,Online
89023.0,Norway,In-store
82626.0,Norway,In-store
17764.0,Netherlands,Online
63340.0,Norway,In-store
89549.0,Norway,In-store
64489.0,United States,In-store
27114.0,Australia,Online
71644.0,Belgium,In-store
73828.0,Sweden,In-store
64832.0,Norway,In-store
14032.0,Norway,In-store
88784.0,France,In-store
89458.0,Netherlands,In-store
78359.0,Portugal,Online
10157.0,Italy,In-store
93603.0,Belgium,Online
58962.0,United Kingdom,Online
38271.0,Belgium,Online
90527.0,France,In-store
28074.0,Norway,In-store
30710.0,Australia,Online
90528.0,United States,Online
16795.0,Portugal,Online
81806.0,Norway,In-store
63465.0,Netherlands,In-store
16586.0,Germany,Online
17360.0,United Kingdom,In-store
75241.0,Portugal,Online
68132.0,United States,Online
78700.0,Netherlands,Online
81912.0,United States,Online
12890.0,Belgium,Online
16389.0,Italy,Online
90529.0,Spain,Online
90530.0,United States,In-store
81855.0,Portugal,In-store
12616.0,Germany,Online
29873.0,France,In-store
15401.0,Germany,Online
57782.0,United Kingdom,Online
34482.0,Spain,In-store
33562.0,Norway,Online
59588.0,Spain,Online
97725.0,Spain,In-store
11879.0,United States,Online
90421.0,Germany,In-store
81788.0,United States,Online
53939.0,France,In-store
95182.0,United Kingdom,In-store
79160.0,Netherlands,In-store
84481.0,United Kingdom,In-store
82161.0,Netherlands,In-store
90531.0,United States,Online
56924.0,France,In-store
22467.0,Belgium,Online
90532.0,Australia,In-store
77289.0,France,Online
77965.0,United Kingdom,Online
29503.0,United Kingdom,In-store
54490.0,Australia,Online
65396.0,United States,Online
92532.0,Belgium,Online
73070.0,Spain,Online
30340.0,Portugal,In-store
63620.0,France,In-store
27504.0,United States,Online
99381.0,United States,In-store
77469.0,Germany,Online
38103.0,Norway,In-store
43514.0,Netherlands,Online
90533.0,Belgium,In-store
56919.0,Norway,Online
69335.0,Germany,In-store
19191.0,Germany,Online
78591.0,Italy,Online
90534.0,Netherlands,In-store
38478.0,United Kingdom,Online
88562.0,Spain,Online
14318.0,United Kingdom,In-store
61572.0,Netherlands,In-store
84998.0,Sweden,In-store
85501.0,Australia,Online
30767.0,France,In-store
90535.0,Italy,In-store
79102.0,France,In-store
93133.0,Portugal,Online
30987.0,United Kingdom,In-store
45464.0,Sweden,Online
57785.0,Netherlands,In-store
29554.0,Netherlands,In-store
74231.0,United States,Online
84498.0,Portugal,Online
42918.0,Italy,In-store
35261.0,Sweden,In-store
90536.0,Italy,Online
81393.0,France,In-store
94817.0,France,Online
90537.0,United States,Online
73404.0,Germany,In-store
89355.0,Norway,Online
91834.0,Australia,Online
72279.0,Spain,Online
90538.0,United States,In-store
76143.0,United States,In-store
23263.0,United Kingdom,In-store
97284.0,Australia,In-store
90539.0,Norway,In-store
99815.0,Germany,Online
71983.0,United States,In-store
91103.0,Belgium,Online
33649.0,Norway,In-store
30297.0,Belgium,In-store
12518.0,Sweden,Online
73887.0,Belgium,Online
27006.0,United States,Online
55739.0,Norway,Online
10003.0,United States,Online
87271.0,Australia,In-store
78802.0,Norway,In-store
84669.0,United Kingdom,In-store
57546.0,France,In-store
98167.0,Italy,In-store
16466.0,United States,In-store
51922.0,Norway,Online
48833.0,United Kingdom,Online
25385.0,Norway,In-store
53053.0,France,Online
77606.0,Netherlands,In-store
90540.0,Portugal,Online
15692.0,Germany,Online
13343.0,Netherlands,Online
44824.0,Germany,In-store
33109.0,Germany,In-store
40154.0,Netherlands,In-store
50511.0,Spain,Online
30823.0,Italy,In-store
69453.0,Sweden,Online
21808.0,Netherlands,In-store
78285.0,Spain,Online
28873.0,France,In-store
90541.0,United States,Online
26556.0,Netherlands,In-store
41552.0,Italy,In-store
17068.0,Portugal,In-store
11926.0,United States,Online
53388.0,United Kingdom,In-store
34725.0,Spain,Online
75408.0,Netherlands,Online
42720.0,Norway,Online
33248.0,Germany,Online
78621.0,Germany,In-store
74401.0,Portugal,Online
50296.0,United Kingdom,Online
52164.0,Spain,In-store
15712.0,Germany,In-store
90542.0,Spain,In-store
62916.0,Netherlands,In-store
90543.0,Netherlands,Online
98361.0,Spain,Online
82549.0,Australia,In-store
24898.0,Australia,Online
74650.0,Germany,Online
90544.0,United States,Online
71976.0,Germany,In-store
21161.0,Germany,Online
13686.0,Australia,Online
89842.0,Portugal,Online
35283.0,Portugal,In-store
11302.0,United Kingdom,Online
39372.0,France,In-store
48266.0,United Kingdom,Online
91376.0,Netherlands,In-store
21966.0,Portugal,Online
90236.0,Norway,Online
90545.0,Belgium,In-store
40007.0,Portugal,Online
93998.0,Portugal,In-store
45016.0,Portugal,In-store
25454.0,Italy,In-store
68470.0,United Kingdom,Online
45736.0,Belgium,Online
57060.0,Australia,Online
90546.0,Sweden,In-store
79904.0,Belgium,Online
99906.0,Italy,In-store
76858.0,Spain,Online
17371.0,Germany,Online
87823.0,Australia,In-store
76551.0,Netherlands,In-store
19357.0,Portugal,In-store
51507.0,Belgium,Online
90547.0,United Kingdom,In-store
47741.0,Sweden,Online
94959.0,Portugal,In-store
95466.0,Netherlands,Online
32052.0,Belgium,Online
43366.0,Spain,In-store
65605.0,Germany,In-store
22459.0,United States,Online
67954.0,Germany,Online
69631.0,Germany,Online
95541.0,Australia,Online
19402.0,Norway,Online
19412.0,Italy,Online
13836.0,Australia,Online
90548.0,France,Online
68380.0,Italy,In-store
83572.0,United Kingdom,Online
31599.0,Spain,Online
49493.0,Italy,Online
65290.0,Norway,Online
73955.0,Sweden,In-store
90549.0,Sweden,In-store
88422.0,Belgium,In-store
13785.0,United States,In-store
41713.0,United States,In-store
90550.0,Australia,In-store
26528.0,United Kingdom,In-store
26728.0,Italy,In-store
97203.0,Australia,Online
25307.0,Belgium,Online
90551.0,Portugal,Online
10768.0,Spain,Online
35598.0,Norway,In-store
86261.0,Italy,In-store
13627.0,Portugal,Online
36409.0,France,In-store
89795.0,Germany,Online
96492.0,Spain,In-store
67740.0,Italy,In-store
93969.0,United Kingdom,In-store
71717.0,Spain,Online
17935.0,Portugal,In-store
83590.0,Australia,Online
43854.0,Netherlands,In-store
99412.0,Belgium,Online
55185.0,Norway,In-store
31456.0,Belgium,Online
39388.0,France,Online
28753.0,France,In-store
90552.0,Belgium,In-store
90553.0,United States,Online
54248.0,Netherlands,In-store
64986.0,Australia,In-store
90554.0,Norway,Online
40132.0,Sweden,In-store
13055.0,Australia,Online
19875.0,Sweden,In-store
37223.0,United States,In-store
98257.0,Germany,Online
52106.0,Netherlands,Online
76402.0,Spain,In-store
98454.0,Italy,In-store
34236.0,Germany,In-store
94238.0,Italy,In-store
59486.0,Italy,Online
98953.0,Australia,In-store
49403.0,France,In-store
90555.0,Australia,Online
69392.0,France,In-store
26912.0,United Kingdom,Online
30067.0,United States,In-store
90556.0,Sweden,In-store
58368.0,Spain,Online
69730.0,Norway,In-store
41252.0,France,In-store
35894.0,Spain,In-store
36632.0,Norway,Online
90557.0,Norway,Online
83873.0,United Kingdom,In-store
26318.0,Netherlands,In-store
46379.0,Belgium,In-store
45824.0,Belgium,In-store
98626.0,Germany,In-store
75408.0,Italy,Online
90558.0,Belgium,Online
88703.0,Netherlands,Online
90559.0,Portugal,Online
86433.0,Italy,In-store
60051.0,United States,Online
90560.0,Belgium,In-store
83361.0,Australia,In-store
76358.0,Germany,Online
90561.0,Belgium,In-store
31501.0,Netherlands,In-store
71383.0,Spain,Online
54795.0,Belgium,Online
28476.0,Australia,In-store
40586.0,Portugal,In-store
51099.0,Spain,Online
80974.0,United States,In-store
26674.0,United Kingdom,Online
90562.0,Sweden,Online
76109.0,United Kingdom,Online
62913.0,Australia,In-store
46048.0,France,Online
46574.0,France,Online
37314.0,Norway,In-store
80047.0,Norway,Online
90563.0,Norway,Online
59149.0,Norway,Online
81305.0,Australia,Online
94686.0,Spain,Online
74492.0,Spain,Online
62741.0,Sweden,Online
92555.0,Australia,In-store
21549.0,France,In-store
19035.0,Belgium,Online
73838.0,Spain,Online
82041.0,Belgium,In-store
99275.0,Spain,In-store
39432.0,Portugal,Online
48697.0,Italy,In-store
14067.0,Netherlands,In-store
61707.0,Italy,Online
82080.0,Sweden,In-store
54174.0,Australia,Online
93898.0,Germany,Online
59534.0,United States,Online
41814.0,Spain,In-store
20887.0,Italy,Online
63327.0,France,In-store
40570.0,United States,Online
90564.0,Norway,Online
92282.0,Sweden,In-store
48043.0,Portugal,In-store
41666.0,Netherlands,Online
31835.0,France,In-store
69889.0,Netherlands,In-store
95100.0,Germany,In-store
23092.0,Australia,In-store
82328.0,Spain,In-store
90565.0,Sweden,Online
40587.0,Spain,In-store
35094.0,United States,In-store
66901.0,Australia,In-store
79937.0,Sweden,Online
45745.0,Germany,Online
67197.0,Italy,In-store
29437.0,Norway,Online
68121.0,Sweden,Online
60468.0,Spain,In-store
26167.0,Portugal,In-store
85778.0,Australia,Online
54928.0,Italy,Online
21685.0,Australia,In-store
40194.0,Germany,In-store
44985.0,Portugal,In-store
66962.0,United States,In-store
13648.0,Australia,Online
58175.0,Australia,In-store
58982.0,Italy,In-store
90566.0,Germany,Online
48663.0,Belgium,In-store
52908.0,Sweden,Online
45649.0,Sweden,Online
68598.0,Italy,Online
57043.0,Sweden,Online
78777.0,Norway,In-store
67789.0,Germany,In-store
12661.0,Netherlands,Online
65776.0,Norway,Online
64940.0,Portugal,In-store
66390.0,Spain,In-store
12037.0,Spain,Online
90567.0,Spain,In-store
17359.0,Netherlands,Online
69647.0,Belgium,Online
59300.0,Spain,In-store
25310.0,United States,In-store
17752.0,Sweden,Online
39096.0,Australia,In-store
36297.0,Netherlands,In-store
50797.0,France,In-store
92225.0,Italy,In-store
19735.0,Norway,In-store
90568.0,Sweden,Online
59526.0,Norway,In-store
93124.0,United Kingdom,In-store
57189.0,Sweden,In-store
68724.0,United States,Online
92896.0,Sweden,In-store
28527.0,Belgium,In-store
97487.0,Germany,Online
45389.0,United Kingdom,Online
65561.0,Italy,In-store
45600.0,Italy,Online
83261.0,Belgium,Online
16312.0,Sweden,In-store
79840.0,Spain,In-store
23082.0,Netherlands,In-store
19669.0,Italy,In-store
59321.0,Portugal,Online
90569.0,France,In-store
74611.0,United States,Online
75421.0,Portugal,In-store
81022.0,Portugal,Online
24815.0,Portugal,In-store
23366.0,France,Online
21930.0,Sweden,Online
65109.0,France,Online
90570.0,Italy,In-store
73015.0,Netherlands,In-store
90571.0,Australia,In-store
24797.0,Netherlands,In-store
90572.0,Australia,Online
55804.0,United States,In-store
97249.0,France,In-store
90573.0,Italy,Online
38720.0,Norway,Online
50666.0,United Kingdom,Online
18351.0,Norway,In-store
49298.0,United Kingdom,In-store
37164.0,Belgium,In-store
89958.0,Italy,Online
64598.0,Netherlands,In-store
81578.0,Portugal,In-store
79340.0,United States,In-store
41162.0,Italy,In-store
66170.0,Netherlands,Online
52273.0,Italy,Online
30271.0,Italy,Online
93767.0,Australia,In-store
36716.0,Spain,Online
73298.0,Norway,Online
62670.0,United States,Online
80139.0,Portugal,Online
78450.0,United States,In-store
98472.0,Portugal,Online
91490.0,Belgium,In-store
24385.0,Spain,In-store
87429.0,Germany,In-store
77771.0,Germany,Online
98022.0,Australia,In-store
58804.0,Netherlands,Online
95945.0,Spain,In-store
98611.0,Sweden,Online
90574.0,Norway,In-store
40138.0,Portugal,In-store
48884.0,Spain,Online
65603.0,Spain,Online
37415.0,United Kingdom,In-store
52806.0,Spain,In-store
86275.0,United Kingdom,Online
51813.0,Netherlands,Online
39965.0,Norway,In-store
89743.0,Australia,In-store
80296.0,Belgium,Online
25666.0,France,In-store
90575.0,United Kingdom,Online
90576.0,United Kingdom,Online
59194.0,Sweden,Online
26738.0,Spain,Online
77078.0,Australia,Online
97192.0,Portugal,In-store
24498.0,Sweden,In-store
31226.0,Norway,In-store
75216.0,Portugal,Online
90577.0,Spain,In-store
78048.0,Spain,In-store
90578.0,Netherlands,In-store
97311.0,United States,In-store
53764.0,Norway,In-store
53532.0,Italy,Online
70901.0,France,Online
29576.0,Netherlands,Online
32463.0,Sweden,In-store
56494.0,Australia,Online
82228.0,Netherlands,Online
66773.0,United States,Online
47218.0,Italy,In-store
18189.0,Germany,In-store
64228.0,United Kingdom,In-store
97375.0,Portugal,In-store
37914.0,France,In-store
90579.0,United Kingdom,Online
89793.0,Sweden,Online
61102.0,Netherlands,In-store
34067.0,France,Online
34979.0,United States,Online
71408.0,Portugal,In-store
52485.0,Netherlands,Online
73892.0,Germany,In-store
66236.0,United States,Online
68370.0,Norway,Online
38983.0,United Kingdom,Online
58798.0,Spain,In-store
29125.0,Australia,Online
13102.0,Germany,Online
64728.0,United Kingdom,Online
73607.0,Netherlands,In-store
16594.0,Spain,In-store
65841.0,Belgium,In-store
75705.0,Sweden,In-store
94694.0,Spain,In-store
90580.0,France,In-store
18869.0,Italy,Online
89818.0,Spain,In-store
90029.0,Netherlands,In-store
66736.0,Germany,In-store
92397.0,Spain,In-store
19699.0,United Kingdom,In-store
65611.0,Netherlands,In-store
42891.0,Belgium,Online
90581.0,Italy,In-store
28758.0,France,Online
90582.0,Sweden,Online
13173.0,Spain,Online
10009.0,United States,Online
75109.0,Australia,Online
44055.0,France,Online
23363.0,France,In-store
71584.0,Netherlands,In-store
98092.0,Portugal,Online
25696.0,Portugal,Online
52362.0,Norway,Online
56838.0,Australia,Online
45172.0,Sweden,In-store
47003.0,United Kingdom,In-store
90583.0,France,Online
62883.0,Norway,In-store
90008.0,Italy,In-store
21910.0,Italy,In-store
15401.0,Germany,In-store
50981.0,Germany,Online
77643.0,Sweden,In-store
77566.0,Spain,In-store
58717.0,Netherlands,In-store
81549.0,Australia,In-store
67255.0,Germany,Online
86929.0,Germany,In-store
56444.0,Portugal,In-store
43154.0,Belgium,In-store
97841.0,Italy,In-store
19531.0,Portugal,Online
83081.0,United States,Online
61558.0,Italy,Online
49110.0,Spain,In-store
16778.0,France,Online
11732.0,United Kingdom,Online
55977.0,Norway,In-store
36069.0,United Kingdom,In-store
91996.0,Sweden,In-store
47574.0,Portugal,In-store
16501.0,Sweden,Online
97201.0,Sweden,In-store
16719.0,Belgium,Online
28723.0,Australia,In-store
91214.0,Germany,Online
90584.0,United Kingdom,In-store
19762.0,United Kingdom,Online
17615.0,Sweden,Online
94716.0,Germany,Online
44013.0,Italy,In-store
39954.0,United States,Online
73410.0,United States,In-store
45889.0,Spain,Online
17879.0,France,In-store
90585.0,Norway,Online
92818.0,Italy,Online
16301.0,Australia,Online
60340.0,France,Online
14233.0,Italy,In-store
90586.0,Germany,In-store
27108.0,United States,In-store
82074.0,Spain,In-store
48905.0,Spain,In-store
60807.0,Netherlands,In-store
79760.0,Germany,In-store
86779.0,Netherlands,Online
92665.0,Germany,In-store
73240.0,Portugal,In-store
20468.0,Portugal,Online
16527.0,Norway,In-store
16205.0,United Kingdom,In-store
62912.0,Netherlands,In-store
13151.0,Australia,In-store
62831.0,Germany,Online
90587.0,Italy,Online
80918.0,Belgium,In-store
49552.0,United Kingdom,In-store
32699.0,United Kingdom,In-store
67855.0,Norway,Online
82645.0,Belgium,Online
10126.0,United States,Online
53370.0,Spain,Online
68754.0,France,In-store
11376.0,Germany,In-store
90588.0,Belgium,Online
93648.0,United States,In-store
14741.0,Portugal,In-store
99071.0,Australia,Online
38835.0,Portugal,Online
96624.0,France,In-store
90589.0,United Kingdom,In-store
72189.0,United Kingdom,In-store
90590.0,Portugal,In-store
88212.0,Spain,In-store
85013.0,France,In-store
38162.0,France,Online
95885.0,Germany,Online
90591.0,France,Online
56634.0,Norway,Online
45139.0,Australia,Online
90592.0,Spain,In-store
35009.0,Australia,In-store
38004.0,United Kingdom,In-store
22806.0,Australia,Online
90593.0,Spain,Online
19988.0,France,In-store
32149.0,Spain,Online
71094.0,Portugal,In-store
32711.0,Belgium,In-store
62123.0,Italy,In-store
64762.0,Portugal,In-store
30041.0,Spain,Online
62861.0,Sweden,Online
83790.0,Australia,Online
88142.0,Netherlands,Online
21400.0,Italy,In-store
44493.0,Germany,In-store
25233.0,Germany,In-store
37635.0,Belgium,Online
63075.0,Italy,In-store
80292.0,Spain,Online
69625.0,Germany,Online
30488.0,Germany,Online
82114.0,Portugal,Online
81371.0,United States,In-store
61713.0,Belgium,In-store
65875.0,Portugal,In-store
24899.0,Norway,Online
59490.0,Italy,In-store
72875.0,Australia,In-store
60073.0,Netherlands,In-store
58223.0,Italy,Online
89643.0,Norway,In-store
90594.0,Australia,In-store
70454.0,United States,Online
27135.0,Netherlands,In-store
90595.0,Belgium,Online
93567.0,Belgium,Online
90596.0,Netherlands,Online
31937.0,Germany,Online
13048.0,Spain,In-store
33929.0,Netherlands,Online
58173.0,Sweden,In-store
15191.0,Spain,In-store
64830.0,Netherlands,Online
36165.0,Spain,In-store
19617.0,France,Online
66625.0,Belgium,Online
60053.0,Portugal,In-store
71072.0,Norway,Online
28923.0,France,Online
66981.0,Belgium,In-store
37319.0,Germany,In-store
90597.0,Spain,Online
90598.0,United Kingdom,Online
74150.0,Spain,In-store
11490.0,Belgium,Online
49975.0,Australia,In-store
16804.0,Australia,In-store
64673.0,United States,In-store
47139.0,France,Online
47343.0,Norway,Online
11742.0,United Kingdom,In-store
65595.0,Netherlands,Online
74094.0,Belgium,Online
90454.0,United States,In-store
55976.0,Germany,In-store
23555.0,Netherlands,In-store
90599.0,Belgium,Online
26630.0,Italy,Online
86272.0,United States,In-store
54048.0,Australia,Online
25132.0,Belgium,Online
79997.0,Spain,In-store
90086.0,France,In-store
67464.0,Spain,Online
47819.0,Spain,In-store
49731.0,Spain,Online
74484.0,Belgium,In-store
17353.0,Belgium,Online
86731.0,Portugal,In-store
76204.0,United Kingdom,In-store
26539.0,Sweden,Online
17925.0,Sweden,Online
32226.0,France,In-store
92552.0,Italy,Online
61412.0,Australia,Online
68273.0,Norway,Online
80830.0,Portugal,Online
67601.0,France,Online
18416.0,Germany,In-store
70055.0,Norway,In-store
23237.0,Sweden,Online
77199.0,Australia,In-store
90603.0,Netherlands,In-store
23299.0,United Kingdom,Online
47961.0,Portugal,Online
50448.0,Italy,In-store
78716.0,United States,Online
77177.0,Spain,Online
41947.0,Portugal,Online
42709.0,Netherlands,In-store
