InvoiceNo,StockCode,CustomerID,InvoiceDate,Quantity,UnitPrice,Discount,ShippingCost,TotalAmount
801506,SKU_1989,29169.0,2021-07-21,2,25.86,0.1,8.49,46.548
422176,SKU_1592,53185.0,2021-07-21,18,31.53,0.01,18.05,561.8646
475665,SKU_1430,61464.0,2021-07-21,27,12.17,0.43,16.6,187.2963
641428,SKU_1877,88572.0,2021-07-21,37,21.42,0.37,20.05,499.3002000000001
364814,SKU_1424,91311.0,2021-07-21,-36,-95.45,1.882292143999761,17.75,-3031.732265211979
398663,SKU_1406,81015.0,2021-07-21,49,63.14,0.44,29.92,1732.5616000000002
668800,SKU_1611,91312.0,2021-07-21,-49,-81.29,0.45,17.49,2190.7655000000004
203565,SKU_1104,44474.0,2021-07-21,2,10.84,0.36,28.34,13.8752
770051,SKU_1251,98084.0,2021-07-21,30,48.08,0.33,9.64,966.4079999999998
991588,SKU_1644,20699.0,2021-07-21,18,1.84,0.41,5.09,19.540800000000004
789622,SKU_1098,91313.0,2021-07-21,40,9.55,0.04,28.15,366.71999999999997
285964,SKU_1177,91314.0,2021-07-21,44,17.55,0.29,15.96,548.2620000000001
649883,SKU_1264,82627.0,2021-07-21,38,66.84,0.0,6.5,2539.92
288279,SKU_1131,17474.0,2021-07-21,13,53.29,0.06,18.36,651.2038
346661,SKU_1198,78848.0,2021-07-21,24,84.57,0.14,6.76,1745.5248
264512,SKU_1704,92934.0,2021-07-21,26,45.64,0.16,17.75,996.7776
370774,SKU_1719,60149.0,2021-07-21,31,60.3,0.41,23.26,1102.8870000000002
524466,SKU_1056,72355.0,2021-07-21,11,63.2,0.26,8.5,514.448
360300,SKU_1891,81005.0,2021-07-22,8,8.32,0.05,5.12,63.232
339644,SKU_1408,91273.0,2021-07-22,32,87.09,0.07,17.02,2591.7984
854108,SKU_1953,21190.0,2021-07-22,25,48.76,0.34,22.47,804.5399999999998
993893,SKU_1261,54082.0,2021-07-22,21,69.26,0.02,6.13,1425.3708
832878,SKU_1741,24905.0,2021-07-22,31,44.94,0.24,13.3,1058.7864
174191,SKU_1653,12890.0,2021-07-22,19,56.81,0.04,7.06,1036.2144
200591,SKU_1574,14062.0,2021-07-22,14,47.86,0.49,18.66,341.7204
688041,SKU_1117,88073.0,2021-07-22,24,66.38,0.21,28.13,1258.5647999999999
603477,SKU_1484,93510.0,2021-07-22,14,12.03,0.26,23.57,124.6308
684808,SKU_1970,90794.0,2021-07-22,12,64.54,0.5,7.12,387.24
366152,SKU_1320,32935.0,2021-07-22,16,78.15,0.4,17.96,750.24
537680,SKU_1307,59525.0,2021-07-22,31,7.56,0.05,18.43,222.64199999999997
469552,SKU_1489,70968.0,2021-07-22,30,57.92,0.33,7.83,1164.192
362640,SKU_1320,89871.0,2021-07-22,22,8.53,0.44,23.84,105.0896
461911,SKU_1756,54062.0,2021-07-22,35,27.12,0.35,11.99,616.98
385356,SKU_1892,98467.0,2021-07-22,17,25.24,0.47,19.9,227.4124
907069,SKU_1355,93930.0,2021-07-22,39,90.54,0.29,17.67,2507.0526
931659,SKU_1647,91315.0,2021-07-22,-48,-22.75,1.793334452648038,17.5,-866.3212222916574
575629,SKU_1607,91316.0,2021-07-22,42,26.12,0.24,10.12,833.7504
220118,SKU_1736,36741.0,2021-07-22,26,43.83,0.19,14.53,923.0598
838706,SKU_1519,78969.0,2021-07-22,23,9.41,0.11,26.79,192.6227
372028,SKU_1525,62730.0,2021-07-22,5,38.78,0.26,7.89,143.486
216481,SKU_1023,46085.0,2021-07-22,9,59.42,0.08,23.66,491.9976
168259,SKU_1191,12920.0,2021-07-22,34,16.47,0.4,15.86,335.988
149810,SKU_1752,93773.0,2021-07-23,48,93.32,0.21,21.79,3538.6944
229926,SKU_1348,77430.0,2021-07-23,37,32.79,0.11,11.0,1079.7747
629049,SKU_1024,49444.0,2021-07-23,8,33.92,0.32,10.29,184.5248
882702,SKU_1389,97402.0,2021-07-23,40,44.9,0.48,26.68,933.9200000000001
116375,SKU_1640,91317.0,2021-07-23,-49,-27.66,1.2100376755642346,17.67,-284.6724631992297
338117,SKU_1598,33360.0,2021-07-23,26,68.63,0.2,20.79,1427.504
261637,SKU_1744,76887.0,2021-07-23,25,37.69,0.35,7.17,612.4625
202654,SKU_1800,86194.0,2021-07-23,18,29.14,0.08,8.43,482.5584
919407,SKU_1909,91318.0,2021-07-23,-20,-10.03,1.2151297312903235,18.02,-43.1550240968389
782433,SKU_1958,41051.0,2021-07-23,16,70.95,0.28,11.17,817.344
300798,SKU_1567,35029.0,2021-07-23,28,54.48,0.19,18.11,1235.6064
232955,SKU_1189,27875.0,2021-07-23,28,95.98,0.22,24.63,2096.2032
804989,SKU_1027,18106.0,2021-07-23,24,17.6,0.3,24.3,295.68
819530,SKU_1540,48946.0,2021-07-23,38,26.23,0.02,5.45,976.8052
174489,SKU_1490,98479.0,2021-07-23,3,89.67,0.1,24.36,242.109
632669,SKU_1487,41215.0,2021-07-23,23,98.02,0.47,13.43,1194.8638
244867,SKU_1790,47229.0,2021-07-23,18,16.7,0.13,28.21,261.522
162999,SKU_1171,25910.0,2021-07-23,34,14.33,0.38,8.11,302.07640000000004
412051,SKU_1037,45748.0,2021-07-23,26,96.07,0.12,29.46,2198.0816
956899,SKU_1944,36712.0,2021-07-23,3,96.5,0.39,23.08,176.595
929055,SKU_1298,64277.0,2021-07-23,39,84.81,0.03,23.53,3208.3623000000002
793852,SKU_1265,94780.0,2021-07-23,34,58.62,0.34,10.25,1315.4327999999998
519627,SKU_1026,46041.0,2021-07-23,29,76.52,0.07,24.58,2063.7443999999996
997156,SKU_1647,85684.0,2021-07-23,22,77.97,0.26,18.83,1269.3516
251606,SKU_1747,35965.0,2021-07-24,27,39.06,0.1,10.24,949.1580000000001
522397,SKU_1756,30982.0,2021-07-24,45,63.88,0.07,11.57,2673.3779999999997
465213,SKU_1451,20183.0,2021-07-24,40,94.03,0.09,5.87,3422.692
644284,SKU_1468,77813.0,2021-07-24,28,40.29,0.26,29.57,834.8087999999999
827449,SKU_1084,89476.0,2021-07-24,24,27.31,0.45,24.93,360.492
205682,SKU_1925,92084.0,2021-07-24,20,76.29,0.26,10.48,1129.092
445753,SKU_1012,94895.0,2021-07-24,37,94.14,0.18,10.81,2856.2076
609220,SKU_1569,16046.0,2021-07-24,34,57.38,0.23,19.16,1502.2084
784765,SKU_1258,11099.0,2021-07-24,27,63.8,0.35,26.7,1119.69
463634,SKU_1979,16400.0,2021-07-24,49,30.87,0.3,21.66,1058.8410000000001
882260,SKU_1099,45298.0,2021-07-24,16,40.11,0.04,22.38,616.0896
171325,SKU_1615,36259.0,2021-07-24,21,55.22,0.37,18.7,730.5605999999999
653218,SKU_1260,32649.0,2021-07-24,15,87.73,0.41,28.71,776.4105000000002
476570,SKU_1277,45814.0,2021-07-24,13,88.71,0.33,12.89,772.6641
117529,SKU_1953,83749.0,2021-07-24,16,65.09,0.22,29.37,812.3232
677834,SKU_1065,52680.0,2021-07-24,42,56.73,0.26,5.76,1763.1683999999998
370086,SKU_1600,99159.0,2021-07-24,29,55.83,0.11,23.8,1440.9723
893980,SKU_1807,63192.0,2021-07-24,36,2.83,0.3,20.26,71.31599999999999
511512,SKU_1599,22442.0,2021-07-24,44,64.75,0.45,28.97,1566.95
806376,SKU_1377,87530.0,2021-07-24,15,24.08,0.0,25.99,361.2
722068,SKU_1516,91319.0,2021-07-24,11,29.48,0.21,5.23,256.18120000000005
362440,SKU_1655,34748.0,2021-07-24,11,96.01,0.05,21.92,1003.3045000000001
167945,SKU_1116,91320.0,2021-07-24,28,27.62,0.19,25.96,626.4216
159980,SKU_1782,37813.0,2021-07-24,17,92.7,0.05,25.55,1497.105
943214,SKU_1498,85643.0,2021-07-25,1,50.74,0.07,24.2,47.1882
265301,SKU_1204,22527.0,2021-07-25,44,10.47,0.41,29.88,271.80120000000005
720670,SKU_1586,81861.0,2021-07-25,20,17.06,0.31,7.27,235.42799999999997
153444,SKU_1079,67122.0,2021-07-25,35,17.73,0.48,6.29,322.68600000000004
397180,SKU_1017,55808.0,2021-07-25,14,31.06,0.17,22.35,360.9172
608898,SKU_1728,66312.0,2021-07-25,35,37.8,0.34,29.54,873.18
360186,SKU_1942,48849.0,2021-07-25,3,46.97,0.32,11.45,95.8188
925754,SKU_1613,52103.0,2021-07-25,31,58.44,0.18,9.96,1485.5448
782527,SKU_1999,49451.0,2021-07-25,49,78.93,0.33,18.22,2591.2718999999997
938099,SKU_1643,91321.0,2021-07-25,-44,-27.43,1.7151484931623924,17.545,-863.1270193675547
718815,SKU_1820,18777.0,2021-07-25,37,34.29,0.43,16.77,723.1761000000001
183337,SKU_1057,97493.0,2021-07-25,32,77.16,0.31,13.32,1703.6927999999998
413612,SKU_1111,28473.0,2021-07-25,7,57.56,0.28,23.9,290.1024
172894,SKU_1596,91322.0,2021-07-25,-4,-72.33,1.6103944238820311,17.33,-176.59931471754925
546300,SKU_1842,51075.0,2021-07-25,25,67.18,0.04,6.71,1612.3200000000002
687426,SKU_1825,59085.0,2021-07-25,30,19.12,0.31,10.81,395.784
384732,SKU_1627,71379.0,2021-07-25,29,58.91,0.06,11.65,1605.8865999999998
949333,SKU_1314,53998.0,2021-07-25,17,84.48,0.13,17.41,1249.4592
510887,SKU_1161,57527.0,2021-07-25,21,98.93,0.3,25.59,1454.271
183038,SKU_1797,21848.0,2021-07-25,16,8.68,0.26,18.08,102.7712
524861,SKU_1949,67169.0,2021-07-25,25,29.46,0.05,20.2,699.675
762997,SKU_1323,23606.0,2021-07-25,42,1.57,0.42,24.22,38.245200000000004
469355,SKU_1717,18096.0,2021-07-25,23,18.66,0.03,6.58,416.3046
893354,SKU_1330,32616.0,2021-07-25,29,67.03,0.11,28.95,1730.0443
717985,SKU_1579,59178.0,2021-07-26,7,45.65,0.27,24.51,233.2715
275793,SKU_1921,61892.0,2021-07-26,4,56.75,0.47,17.64,120.31
550472,SKU_1898,68275.0,2021-07-26,3,9.01,0.28,16.6,19.4616
876385,SKU_1759,27521.0,2021-07-26,46,43.29,0.48,12.13,1035.4968
955938,SKU_1501,63274.0,2021-07-26,6,20.29,0.1,14.82,109.566
300015,SKU_1056,61529.0,2021-07-26,1,69.18,0.23,9.23,53.268600000000006
224338,SKU_1164,28823.0,2021-07-26,35,42.59,0.49,23.55,760.2315000000001
127843,SKU_1165,81111.0,2021-07-26,31,66.32,0.45,5.74,1130.7559999999999
764406,SKU_1296,55280.0,2021-07-26,9,13.06,0.47,5.02,62.296200000000006
465208,SKU_1003,63093.0,2021-07-26,36,12.35,0.45,27.77,244.53
327997,SKU_1409,24802.0,2021-07-26,27,59.03,0.15,22.0,1354.7385
226417,SKU_1806,17160.0,2021-07-26,31,89.28,0.3,28.55,1937.3759999999997
216585,SKU_1876,25648.0,2021-07-26,37,74.82,0.36,24.12,1771.7376
654634,SKU_1105,40008.0,2021-07-26,27,80.67,0.26,16.21,1611.7866000000001
319356,SKU_1619,33399.0,2021-07-26,14,20.75,0.01,5.26,287.59499999999997
485296,SKU_1681,15632.0,2021-07-26,24,51.38,0.31,16.22,850.8528
998201,SKU_1778,91323.0,2021-07-26,3,88.56,0.18,18.0,217.85760000000002
726679,SKU_1778,91324.0,2021-07-26,-17,93.71,0.02,18.02,-1561.2086
584600,SKU_1565,43358.0,2021-07-26,9,6.65,0.48,18.92,31.122000000000003
546742,SKU_1997,25208.0,2021-07-26,45,16.79,0.11,19.89,672.4395
959575,SKU_1165,91325.0,2021-07-26,23,11.22,0.07,10.48,239.99579999999997
923219,SKU_1253,90244.0,2021-07-26,43,17.78,0.43,27.86,435.7878000000001
920015,SKU_1787,57889.0,2021-07-26,22,16.58,0.03,23.01,353.81719999999996
243635,SKU_1665,45354.0,2021-07-26,31,47.98,0.16,11.29,1249.3991999999998
277132,SKU_1127,84728.0,2021-07-27,19,34.13,0.36,21.97,415.0208
360609,SKU_1485,47643.0,2021-07-27,32,8.97,0.16,13.54,241.11360000000002
746231,SKU_1075,21521.0,2021-07-27,12,32.93,0.23,7.26,304.2732
869822,SKU_1886,30736.0,2021-07-27,6,90.17,0.04,24.43,519.3792
789050,SKU_1220,43798.0,2021-07-27,32,46.8,0.44,17.36,838.6560000000001
473377,SKU_1781,46601.0,2021-07-27,8,73.79,0.0,28.33,590.32
325784,SKU_1433,88607.0,2021-07-27,35,24.78,0.31,28.91,598.437
114925,SKU_1634,91326.0,2021-07-27,-19,47.12,0.17,17.41,-743.0823999999999
842147,SKU_1536,58711.0,2021-07-27,28,88.47,0.03,11.21,2402.8451999999997
183184,SKU_1438,51274.0,2021-07-27,49,89.75,0.34,16.97,2902.515
700803,SKU_1434,21156.0,2021-07-27,22,15.84,0.26,24.8,257.8752
299330,SKU_1617,32835.0,2021-07-27,46,34.25,0.46,12.63,850.7700000000001
760715,SKU_1617,34351.0,2021-07-27,31,34.7,0.15,12.71,914.345
408213,SKU_1614,66812.0,2021-07-27,9,29.85,0.39,15.49,163.87650000000002
849695,SKU_1985,46240.0,2021-07-27,43,42.01,0.01,13.63,1788.3656999999998
200854,SKU_1777,71148.0,2021-07-27,3,47.16,0.38,19.79,87.71759999999999
940903,SKU_1525,89236.0,2021-07-27,9,53.37,0.15,24.95,408.28049999999996
394849,SKU_1132,88683.0,2021-07-27,3,5.2,0.33,27.35,10.452
274981,SKU_1440,89585.0,2021-07-27,19,24.11,0.23,7.96,352.72929999999997
319678,SKU_1533,38980.0,2021-07-27,4,64.92,0.22,19.17,202.55040000000002
228501,SKU_1586,21012.0,2021-07-27,6,66.75,0.42,29.09,232.29000000000002
216361,SKU_1796,42406.0,2021-07-27,41,61.14,0.07,20.68,2331.2682
284811,SKU_1390,22171.0,2021-07-27,12,21.37,0.35,7.56,166.686
307892,SKU_1243,90901.0,2021-07-27,34,42.34,0.12,21.07,1266.8128000000002
711561,SKU_1767,59480.0,2021-07-28,27,52.98,0.03,24.12,1387.5461999999998
385385,SKU_1145,18496.0,2021-07-28,9,18.14,0.21,24.16,128.9754
520630,SKU_1414,26394.0,2021-07-28,28,95.5,0.18,21.02,2192.6800000000003
150818,SKU_1426,88987.0,2021-07-28,42,54.83,0.09,15.49,2095.6026
251967,SKU_1211,52332.0,2021-07-28,24,7.42,0.34,24.25,117.53279999999998
454451,SKU_1248,27058.0,2021-07-28,44,77.91,0.24,25.53,2605.3104
293481,SKU_1034,11718.0,2021-07-28,22,99.83,0.41,29.04,1295.7934
548540,SKU_1838,69257.0,2021-07-28,37,15.62,0.36,18.86,369.8816
429064,SKU_1252,41288.0,2021-07-28,34,3.96,0.03,22.68,130.6008
546771,SKU_1861,45748.0,2021-07-28,27,55.22,0.2,21.29,1192.7520000000002
218642,SKU_1771,73811.0,2021-07-28,28,6.7,0.04,27.93,180.09599999999998
427597,SKU_1818,69849.0,2021-07-28,12,9.44,0.17,10.7,94.02239999999999
909121,SKU_1861,92571.0,2021-07-28,39,54.07,0.45,24.6,1159.8015
295428,SKU_1285,11920.0,2021-07-28,18,95.74,0.2,17.02,1378.656
848371,SKU_1861,35139.0,2021-07-28,34,8.86,0.33,25.29,201.83079999999998
501468,SKU_1692,91327.0,2021-07-28,6,55.93,0.28,22.45,241.61759999999998
917276,SKU_1209,67140.0,2021-07-28,28,51.36,0.07,16.27,1337.4144
195687,SKU_1109,43864.0,2021-07-28,1,61.92,0.38,24.05,38.3904
598758,SKU_1329,57153.0,2021-07-28,19,88.08,0.1,6.77,1506.1680000000001
909797,SKU_1141,94623.0,2021-07-28,18,47.82,0.07,28.3,800.5067999999999
761386,SKU_1675,12556.0,2021-07-28,16,57.35,0.4,9.27,550.56
984735,SKU_1086,32651.0,2021-07-28,38,58.08,0.2,27.92,1765.632
390667,SKU_1139,70739.0,2021-07-28,49,14.88,0.24,8.86,554.1312
614513,SKU_1331,23005.0,2021-07-28,4,25.83,0.42,13.52,59.9256
241554,SKU_1673,33930.0,2021-07-29,30,22.61,0.09,10.24,617.2529999999999
212105,SKU_1025,27434.0,2021-07-29,17,33.15,0.16,13.78,473.38199999999995
935320,SKU_1645,46093.0,2021-07-29,24,23.91,0.35,29.6,372.99600000000004
738172,SKU_1868,98511.0,2021-07-29,12,34.82,0.27,24.19,305.02320000000003
731256,SKU_1626,88327.0,2021-07-29,11,66.98,0.33,27.83,493.6426
936542,SKU_1692,92324.0,2021-07-29,39,30.45,0.24,22.91,902.538
846004,SKU_1910,45956.0,2021-07-29,32,49.38,0.26,15.87,1169.3184
493709,SKU_1361,85899.0,2021-07-29,9,90.5,0.47,12.76,431.685
549410,SKU_1870,48643.0,2021-07-29,11,91.42,0.32,10.45,683.8216
706289,SKU_1658,21545.0,2021-07-29,16,89.4,0.08,21.93,1315.968
139767,SKU_1359,72636.0,2021-07-29,10,42.21,0.34,8.04,278.58599999999996
653838,SKU_1942,57365.0,2021-07-29,15,70.51,0.11,13.67,941.3085000000001
624261,SKU_1214,25763.0,2021-07-29,31,30.39,0.23,12.63,725.4093
244905,SKU_1995,13535.0,2021-07-29,19,74.28,0.18,20.97,1157.2824
234042,SKU_1076,91328.0,2021-07-29,7,95.75,0.09,28.5,609.9275
722603,SKU_1094,86181.0,2021-07-29,4,85.33,0.45,14.72,187.726
195494,SKU_1956,73086.0,2021-07-29,19,22.12,0.39,15.38,256.37080000000003
751712,SKU_1996,30202.0,2021-07-29,11,52.04,0.16,28.47,480.84959999999995
182681,SKU_1217,11775.0,2021-07-29,44,85.42,0.31,23.93,2593.3511999999996
987921,SKU_1874,91329.0,2021-07-29,-25,-81.34,0.29,17.27,1443.7849999999999
804537,SKU_1367,92424.0,2021-07-29,4,34.54,0.36,21.11,88.4224
352411,SKU_1051,54701.0,2021-07-29,18,93.0,0.5,18.22,837.0
816861,SKU_1273,74371.0,2021-07-29,15,84.02,0.27,24.26,920.0189999999999
653188,SKU_1443,41692.0,2021-07-29,1,6.11,0.38,8.55,3.7882000000000002
114126,SKU_1686,24729.0,2021-07-30,19,99.27,0.11,15.67,1678.6557
735486,SKU_1824,25835.0,2021-07-30,34,66.7,0.31,27.57,1564.782
826050,SKU_1032,88686.0,2021-07-30,31,78.17,0.11,5.97,2156.7103
843104,SKU_1871,97202.0,2021-07-30,18,22.65,0.27,6.38,297.621
441447,SKU_1415,38867.0,2021-07-30,16,99.26,0.43,27.59,905.2512000000002
316651,SKU_1643,54747.0,2021-07-30,27,55.3,0.18,13.05,1224.342
429205,SKU_1424,79308.0,2021-07-30,17,67.81,0.25,8.1,864.5775
592280,SKU_1786,25240.0,2021-07-30,19,48.94,0.09,26.63,846.1726
116978,SKU_1006,47180.0,2021-07-30,23,85.06,0.46,28.24,1056.4452
680632,SKU_1494,98070.0,2021-07-30,42,26.11,0.16,5.76,921.1607999999999
408792,SKU_1738,72531.0,2021-07-30,43,12.05,0.28,7.81,373.068
363199,SKU_1766,50763.0,2021-07-30,4,62.74,0.32,25.38,170.65279999999998
175582,SKU_1793,78249.0,2021-07-30,15,3.81,0.44,8.3,32.004000000000005
332459,SKU_1747,23443.0,2021-07-30,7,4.93,0.4,26.88,20.706
705502,SKU_1854,55240.0,2021-07-30,46,21.99,0.41,9.61,596.8086000000001
538092,SKU_1353,45139.0,2021-07-30,25,1.62,0.36,25.59,25.92
611579,SKU_1946,48139.0,2021-07-30,46,8.18,0.44,14.53,210.7168
847520,SKU_1695,93649.0,2021-07-30,25,41.4,0.33,29.17,693.4499999999999
994386,SKU_1198,77377.0,2021-07-30,31,39.99,0.08,14.11,1140.5148000000002
663013,SKU_1714,80522.0,2021-07-30,14,57.57,0.05,7.92,765.6809999999999
498471,SKU_1434,15162.0,2021-07-30,12,26.56,0.45,29.64,175.296
568163,SKU_1135,88663.0,2021-07-30,22,37.41,0.41,20.71,485.58180000000004
939812,SKU_1908,20443.0,2021-07-30,1,72.92,0.35,5.5,47.398
870008,SKU_1287,16069.0,2021-07-30,29,24.55,0.43,20.73,405.8115000000001
677621,SKU_1801,92375.0,2021-07-31,5,3.25,0.02,22.65,15.924999999999999
404603,SKU_1657,53987.0,2021-07-31,19,20.92,0.36,7.44,254.3872
886198,SKU_1718,36723.0,2021-07-31,22,40.79,0.04,5.68,861.4848
398307,SKU_1566,64626.0,2021-07-31,38,86.23,0.49,12.88,1671.1374
265043,SKU_1810,90236.0,2021-07-31,45,73.72,0.15,11.42,2819.79
589987,SKU_1407,31490.0,2021-07-31,14,64.01,0.44,19.77,501.8384000000001
820509,SKU_1916,35255.0,2021-07-31,16,34.9,0.19,23.36,452.30400000000003
446874,SKU_1913,83344.0,2021-07-31,6,69.58,0.2,23.89,333.98400000000004
381620,SKU_1909,19545.0,2021-07-31,28,58.22,0.06,29.96,1532.3503999999998
430724,SKU_1761,28568.0,2021-07-31,1,69.84,0.45,21.22,38.412000000000006
351831,SKU_1948,91330.0,2021-07-31,-44,-99.86,0.29,17.67,3119.6264
992008,SKU_1786,79191.0,2021-07-31,2,80.16,0.28,21.71,115.43039999999999
448737,SKU_1716,69714.0,2021-07-31,29,46.23,0.29,10.46,951.8756999999998
824410,SKU_1824,40139.0,2021-07-31,5,96.29,0.23,12.24,370.71650000000005
306598,SKU_1703,32536.0,2021-07-31,35,20.93,0.04,5.19,703.2479999999999
597712,SKU_1335,86082.0,2021-07-31,32,63.75,0.27,7.75,1489.2
995503,SKU_1001,39009.0,2021-07-31,15,33.57,0.47,24.88,266.8815
739120,SKU_1184,67221.0,2021-07-31,10,11.03,0.26,12.99,81.622
500723,SKU_1673,32534.0,2021-07-31,18,97.63,0.46,27.69,948.9636
563609,SKU_1560,88930.0,2021-07-31,31,50.07,0.38,26.65,962.3454
767478,SKU_1601,39699.0,2021-07-31,18,42.37,0.3,16.05,533.862
281601,SKU_1437,63485.0,2021-07-31,44,15.57,0.32,29.76,465.8544
168682,SKU_1762,41591.0,2021-07-31,6,78.5,0.41,12.4,277.89000000000004
323009,SKU_1021,91331.0,2021-07-31,-4,-22.85,0.08,17.545,84.08800000000001
547392,SKU_1211,87786.0,2021-08-01,5,44.22,0.2,22.89,176.88
346553,SKU_1476,81241.0,2021-08-01,20,47.53,0.4,10.84,570.36
453857,SKU_1465,55285.0,2021-08-01,26,17.92,0.39,14.64,284.2112
466204,SKU_1988,64030.0,2021-08-01,17,78.35,0.45,6.65,732.5725
759774,SKU_1233,45810.0,2021-08-01,42,81.77,0.17,11.07,2850.5021999999994
183030,SKU_1171,24544.0,2021-08-01,41,96.03,0.17,13.57,3267.9008999999996
220360,SKU_1602,19943.0,2021-08-01,14,50.63,0.34,28.72,467.8212
972405,SKU_1674,65615.0,2021-08-01,18,40.25,0.16,5.33,608.5799999999999
759297,SKU_1796,97166.0,2021-08-01,27,36.56,0.2,16.11,789.6960000000001
923163,SKU_1517,65236.0,2021-08-01,31,94.29,0.12,26.67,2572.2312
794025,SKU_1243,63611.0,2021-08-01,15,76.13,0.37,25.49,719.4284999999999
567726,SKU_1420,98872.0,2021-08-01,43,52.0,0.19,24.2,1811.16
605897,SKU_1378,54507.0,2021-08-01,33,72.7,0.05,27.47,2279.145
214360,SKU_1472,75703.0,2021-08-01,16,44.67,0.16,24.87,600.3648
363894,SKU_1340,49550.0,2021-08-01,11,77.29,0.32,14.21,578.1292
689306,SKU_1953,66937.0,2021-08-01,2,93.0,0.03,22.89,180.42
497243,SKU_1959,74795.0,2021-08-01,13,22.32,0.23,16.32,223.42320000000004
865192,SKU_1670,33221.0,2021-08-01,3,37.51,0.18,24.13,92.2746
236817,SKU_1122,51984.0,2021-08-01,20,65.25,0.05,22.05,1239.75
292803,SKU_1871,18529.0,2021-08-01,2,52.55,0.34,20.08,69.36599999999999
711272,SKU_1433,58374.0,2021-08-01,23,49.09,0.35,24.23,733.8955000000001
994415,SKU_1975,71333.0,2021-08-01,24,83.98,0.44,11.8,1128.6912000000002
914883,SKU_1187,67294.0,2021-08-01,27,75.23,0.24,15.7,1543.7196000000001
455887,SKU_1013,98989.0,2021-08-01,22,52.93,0.24,25.38,884.9896
957906,SKU_1069,31306.0,2021-08-02,1,25.33,0.47,15.39,13.4249
816896,SKU_1650,91332.0,2021-08-02,31,77.8,0.48,28.45,1254.136
112150,SKU_1410,87343.0,2021-08-02,13,44.39,0.17,23.71,478.9681
899838,SKU_1869,98564.0,2021-08-02,37,92.17,0.35,8.94,2216.6885
250853,SKU_1836,33997.0,2021-08-02,21,1.29,0.5,29.3,13.545
288489,SKU_1590,43697.0,2021-08-02,44,57.24,0.32,26.92,1712.6208
989589,SKU_1805,72231.0,2021-08-02,40,61.97,0.45,25.38,1363.3400000000001
642613,SKU_1317,13291.0,2021-08-02,27,14.62,0.34,16.61,260.5283999999999
299756,SKU_1436,91333.0,2021-08-02,-42,51.13,0.25,17.33,-1610.595
980847,SKU_1591,77615.0,2021-08-02,20,12.46,0.18,27.97,204.34400000000002
607763,SKU_1145,46321.0,2021-08-02,40,40.58,0.08,6.45,1493.3439999999998
828829,SKU_1884,64357.0,2021-08-02,36,68.01,0.49,14.59,1248.6636
117669,SKU_1736,29798.0,2021-08-02,45,68.58,0.36,23.32,1975.104
434154,SKU_1226,89140.0,2021-08-02,20,48.49,0.16,5.64,814.6320000000001
606199,SKU_1381,65424.0,2021-08-02,49,82.98,0.04,13.64,3903.3792
307836,SKU_1179,91334.0,2021-08-02,36,58.2,0.05,26.8,1990.44
592290,SKU_1535,61950.0,2021-08-02,39,60.53,0.49,6.25,1203.9417
232915,SKU_1098,79135.0,2021-08-02,1,18.33,0.48,25.29,9.5316
296681,SKU_1390,25211.0,2021-08-02,48,47.39,0.37,10.46,1433.0736000000002
675100,SKU_1269,67494.0,2021-08-02,42,5.84,0.48,25.91,127.54560000000001
902491,SKU_1945,85821.0,2021-08-02,8,26.48,0.05,6.44,201.248
448413,SKU_1093,19956.0,2021-08-02,49,21.34,0.34,9.82,690.1356
877150,SKU_1791,51579.0,2021-08-02,2,38.03,0.28,22.08,54.7632
271840,SKU_1462,12244.0,2021-08-02,44,47.76,0.34,11.57,1386.9504
125395,SKU_1780,58902.0,2021-08-03,23,23.53,0.15,11.19,460.0115
382346,SKU_1658,52382.0,2021-08-03,21,6.91,0.2,17.95,116.08800000000002
329707,SKU_1284,84918.0,2021-08-03,35,35.43,0.47,5.07,657.2265
871469,SKU_1021,97366.0,2021-08-03,1,11.01,0.2,20.06,8.808
828408,SKU_1001,91335.0,2021-08-03,-3,14.57,0.27,17.41,-31.9083
324839,SKU_1102,38175.0,2021-08-03,38,80.94,0.2,18.01,2460.576
319882,SKU_1972,18426.0,2021-08-03,47,42.16,0.22,27.27,1545.5855999999999
727523,SKU_1035,18523.0,2021-08-03,49,35.33,0.31,24.97,1194.5072999999998
669798,SKU_1805,51449.0,2021-08-03,2,7.42,0.2,27.71,11.872
712233,SKU_1273,42503.0,2021-08-03,16,40.19,0.19,5.34,520.8624
342802,SKU_1050,48079.0,2021-08-03,24,56.33,0.25,16.38,1013.94
874456,SKU_1142,18108.0,2021-08-03,32,33.63,0.21,20.55,850.1664000000001
957081,SKU_1895,69444.0,2021-08-03,29,56.81,0.45,26.45,906.1195000000001
993155,SKU_1482,15228.0,2021-08-03,5,99.89,0.39,17.66,304.6645
627169,SKU_1947,43602.0,2021-08-03,12,41.84,0.38,22.37,311.2896
932345,SKU_1016,74776.0,2021-08-03,3,56.74,0.46,24.99,91.9188
736148,SKU_1879,92544.0,2021-08-03,2,19.23,0.13,9.0,33.4602
971217,SKU_1588,48200.0,2021-08-03,38,69.2,0.09,23.03,2392.936
558253,SKU_1277,65819.0,2021-08-03,31,2.11,0.22,26.09,51.0198
948889,SKU_1634,30842.0,2021-08-03,6,19.18,0.1,14.64,103.572
266415,SKU_1437,76373.0,2021-08-03,29,37.18,0.45,17.29,593.0210000000001
